annotator,conclusion_id,conclusion_sentence,conclusion,premise_1_id,premise_1_sentence,premise_1,premise_2_id,premise_2_sentence,premise_2,premise_3_id,premise_3_sentence,premise_3,premise_4_id,premise_4_sentence,premise_4,premise_5_id,premise_5_sentence,premise_5,premise_6_id,premise_6_sentence,premise_6,premise_7_id,premise_7_sentence,premise_7,premise_8_id,premise_8_sentence,premise_8
MS,62,"Jeżeli osoba się na nią decyduje, to dla niej najwyraźniej jest ok.","Jeżeli osoba się na nią decyduje, to dla niej najwyraźniej jest ok.",64,"Nie ma przymusu decydowania się na przerwanie ciąży, czy to w sytuacji takiej, której po prostu no jest taka decyzja wynikająca z własnej woli do dwunastego tygodnia trwania ciąży, czy z przyczyny no wymienionych już wcześniej przesłanek zagrożenia życia lub zdrowia, czy też no już usuniętej przesłanki tak zwanej eugenicznej, czyli uszkodzenia ciężkiego, nieodwracalnego uszkodzenia płodu, a osoby, które się decydują usunąć tę ciążę, podejmują tę decyzję i to jest ich decyzja.","Nie ma przymusu decydowania się na przerwanie ciąży, niezależnie od przesłanek.",64,"Nie ma przymusu decydowania się na przerwanie ciąży, czy to w sytuacji takiej, której po prostu no jest taka decyzja wynikająca z własnej woli do dwunastego tygodnia trwania ciąży, czy z przyczyny no wymienionych już wcześniej przesłanek zagrożenia życia lub zdrowia, czy też no już usuniętej przesłanki tak zwanej eugenicznej, czyli uszkodzenia ciężkiego, nieodwracalnego uszkodzenia płodu, a osoby, które się decydują usunąć tę ciążę, podejmują tę decyzję i to jest ich decyzja.",Osoby decydują o usunięciu ciąży sami.,63,Bo inaczej nie podjęłaby takiej decyzji.,Bo inaczej nie podjęłaby decyzji o aborcji.,,,,,,,,,,,,,,,
KW,68,"Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.",Aborcja jest ok ,68,"Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.","Aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.",69,"Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować na przerwanie ciąży.","Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować na przerwanie ciąży.",,,,,,,,,,,,,,,,,,
ZP,68,"Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.","Aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.",69,"Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować na przerwanie ciąży.","Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować na przerwanie ciąży.",,,,,,,,,,,,,,,,,,,,,
MI,70,"Myślę, że to pytanie: „czy aborcja jest ok” powinna sobie zadać osoba, która tej aborcji potrzebuje i indywidualnie zdecydować czy, czy chce kontynuować, czy nie.","Pytanie: „czy aborcja jest ok” powinna sobie zadać osoba, która tej aborcji potrzebuje.",68,"Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.","Z perespektywy lekarki, aborcja jest procedurą medyczną, o której powinna mieć możliwość decyzodwania kobieta.",,,,,,,,,,,,,,,,,,,,,
WG,70,"Myślę, że to pytanie: „czy aborcja jest ok” powinna sobie zadać osoba, która tej aborcji potrzebuje i indywidualnie zdecydować czy, czy chce kontynuować, czy nie.","Pytanie: ""czy aborcja jest ok"" powinna sobie zadać osoba, która potrzebuje aborcji i powinna indywidualnie zdecydować, czy chce kontynuować ciążę, czy nie.",68,"Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.","Z mojej perspektywy, jako lekarki, aborcja jest procedurą medyczną, na którą powinna mieć możliwość zdecydować się kobieta, która nie chce kontynuować ciąży.",69,"Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować na przerwanie ciąży.","Znałam przypadki osób, które twierdziły, że nigdy w życiu nie dokonają aborcji, a potem przychodziły i jednak sytuacja była dla nich w tym momencie na tyle wyjątkowa, że chciały zdecydować się na przerwanie ciąży.",,,,,,,,,,,,,,,,,,
KW,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Aborcja jest ciężkim tematem,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Znam osoby, dla których aborcja jest trudnym tematem",74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Są osoby, dla których aborcja jest niezgodna z wiarą.",,,,,,,,,,,,,,,,,,
ZP,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Nie dokonałabym aborcji.,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i sznuję taki pogląd.",,,,,,,,,,,,,,,,,,,,,
HŁ,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Aborcja to ciężki temat.,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Nie wszyscy zgadzają się z prawem do legalnej aborcji.,,,,,,,,,,,,,,,,,,,,,
MI,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Niepodpisałabym się pod zdaniem ""aborcja jest ok"".",74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i uważam, że jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",,,,,,,,,,,,,,,,,,,,,
WG,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Nie podpisałabym się pod zdaniem aborcja jest ok.,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą, jest to z mojej strony wyraz szacunku dla poglądów danej osoby.",,,,,,,,,,,,,,,,,,,,,
MS,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Temat aborcji jest dla mnie ciężki.,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Znam osoby dla których aborcja jest trudnym tematem.,,,,,,,,,,,,,,,,,,,,,
MS,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.",Jest to dla niej wyrazem szacunku.,74,"Myślę, że to dla mnie by było ciężkie, bo znam osoby, dla których aborcja jest trudnym tematem, nie podjęłyby się aborcji, jest to niezgodne z ich wiarą i, i to jest dla mnie… Jakby to, że ja się z tym zgadzam, ok, uważam, że tak może być, jest z mojej strony wyrazem szacunku dla poglądów danej osoby.","Uważam, że mogą być inne poglądy na temat aborcji.",,,,,,,,,,,,,,,,,,,,,
ZP,78,"Ja bym powiedziała troszeczkę inaczej, mianowicie wszystko zależy od tego, czy, czy kobieta, jeżeli kobieta chce przerwać ciążę, to ona musi wiedzieć dlaczego, a my jako medycy nie możemy jej zostawić samej.","Jeżeli kobieta chce przerwać ciążę, to ona musi wiedzieć dlaczego, a medycy nie mogą zostawić jej samej.",79,Myśmy powinni z nią rozmawiać.,"Medycy powinni rozmawiać z kobietą, która chce przerwać ciążę.",,,,,,,,,,,,,,,,,,,,,
MS,78,"Ja bym powiedziała troszeczkę inaczej, mianowicie wszystko zależy od tego, czy, czy kobieta, jeżeli kobieta chce przerwać ciążę, to ona musi wiedzieć dlaczego, a my jako medycy nie możemy jej zostawić samej.",Kobieta musi więdzieć dlaczego chce przerwać ciążę.,80,"I to, co powiedziała wcześniej pani poseł i pani minister, że jeżeli my jesteśmy w sytuacji takiej, że ciąża stanowi zagrożenie życia i zdrowia pacjenta, to my z nią rozmawiamy.","Jeżeli ciąża stanowi zagrożenia życiu i zdrowiu pacjenta,  rozmawiamy z nią.",,,,,,,,,,,,,,,,,,,,,
KW,83,"Ona nie może powiedzieć: ok, jestem, jest problem, jestem chora i aborcja jest ok dla mnie.",Aborcja nie jest ok,85,"Dlatego, że problem jest większy, problem jest medyczny.",Aborcja jest problemem medycznym,86,"I ten problem medyczny powoduje to, że my się musimy przygotować do takiego typu działania.","Aborcja powoduje, że musimy się przygotować do takiego działania",,,,,,,,,,,,,,,,,,
MS,83,"Ona nie może powiedzieć: ok, jestem, jest problem, jestem chora i aborcja jest ok dla mnie.",Kobieta nie może się zdecydować na aborcję natychmiast z powodu choroby.,82,"Aborcja na życzenie, wtedy, kiedy kobieta jest chora, to jest zupełnie inna kwestia, to jest zupełnie inny kanał, w którym rozmawiamy z tą kobietą i rozmawiamy z jej rodziną, z jej mężem.","rozmawiamy z kobietą, z jej rodziną, z jej mężem, kiedy kobieta jest chora i chcę dokonać aborcji.",85,"Dlatego, że problem jest większy, problem jest medyczny.",Problem jest medyczny.,86,"I ten problem medyczny powoduje to, że my się musimy przygotować do takiego typu działania.","Problem medyczny powoduje to, że my się musimy przygotować do takiego typu działania.",,,,,,,,,,,,,,,
HŁ,84,Nie.,"Nie zgadzam się ze stwierdzeniem, że aborcja jest ok.",85,"Dlatego, że problem jest większy, problem jest medyczny.",Aborcja to problem medyczny.,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.","Kobieta nie powinna przerywać ciąży, która jej nie pasuje.",,,,,,,,,,,,,,,,,,
KW,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.",Jestem przeciwko aborcji na życzenie,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.",Niektóre przesłanki do dokonania aborcji na życzenie są zbyt trywialne,,,,,,,,,,,,,,,,,,,,,
ZP,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.",Jestem przeciwko aborcji na życzenie. ,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.","Czasem kobieta chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd. ",,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.",To nie są poważne motywacje.,,,,,,,,,,,,,,,,,,
MI,87,"Natomiast, jeżeli kobieta decyduje się na to, że ona chce przerwać ciążę, bo coś jej w życiu nie pasuje — nie ten partner, nie to dziecko, nie to nasienie, nie ten, nie ten pogląd, nie ten światopogląd — no to jest zupełnie inna kwestia i przeciwko takiej aborcji jestem przeciwna.",Jestem przeciwna aborcji na życzenie.,83,"Ona nie może powiedzieć: ok, jestem, jest problem, jestem chora i aborcja jest ok dla mnie.","Kobieta nie może powiedzieć, że aborcja jest dla niej ok.",,,,,,,,,,,,,,,,,,,,,
DZ,92,Aborcja nie jest ok.,Aborcja nie jest ok.,93,"Myślę, że aborcja jest w ogóle bardzo trudnym przeżyciem, szczególnie dla kobiet, które, które tracą dziecko ze względu na to, że ratują swoje życie mając inne dzieci, na przykład, w domu.","Aborcja jest w ogóle bardzo trudnym przeżyciem, szczególnie dla kobiet, które, które tracą dziecko ze względu na to, że ratują swoje życie mając inne dzieci, na przykład, w domu.",,,,,,,,,,,,,,,,,,,,,
KW,92,Aborcja nie jest ok.,Aborcja nie jest ok,93,"Myślę, że aborcja jest w ogóle bardzo trudnym przeżyciem, szczególnie dla kobiet, które, które tracą dziecko ze względu na to, że ratują swoje życie mając inne dzieci, na przykład, w domu.","Aborcja jest bardzo trudnym przeżyciem dla kobiet, które tracą dziecko ze względu na to, że ratują swoje życia mając inne dzieci",90,"W ogóle nie wyobrażam sobie, żeby mówić w takich kategoriach „ok” — prostych, przyjemnych, miłych.","Nie wyobrażam sobie, żeby mówić w takich kategoriach „ok” — prostych, przyjemnych, miłych.",,,,,,,,,,,,,,,,,,
